ID,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Education_Int,Marital_Status_Int,Children,MntTotalSpent,Age,NumTotalPurchases,Seniority
5252,23910.0,80,16,12,18,7,1,13,2,0,3,7,0,2,3,1,67,54,5,3
7444,42169.0,20,19,0,9,0,0,2,1,0,3,8,0,3,2,2,30,54,4,2
6919,26224.0,39,4,7,15,13,9,15,2,1,3,6,0,1,2,1,63,45,6,2
3537,31089.0,57,31,3,31,2,8,4,3,0,4,8,0,2,1,1,79,42,7,3
10277,30081.0,27,36,0,2,0,0,4,1,0,3,7,0,2,0,1,42,62,4,2
2453,62807.0,83,526,28,135,10,21,99,5,3,12,5,0,2,1,1,819,63,20,3
7972,72906.0,79,400,32,519,71,75,54,3,4,9,1,0,2,0,0,1151,68,16,2
895,61467.0,69,410,16,114,0,5,49,5,2,10,5,0,4,2,2,594,75,17,3
1177,49618.0,77,80,3,26,4,2,14,3,1,3,7,0,3,1,2,129,57,7,2
7141,21888.0,15,88,10,46,2,3,64,5,1,2,10,0,3,0,1,213,37,8,3
7232,42429.0,99,55,0,6,2,0,4,1,1,3,5,0,2,4,1,67,50,5,1
8477,26150.0,61,5,1,13,3,5,1,1,0,3,7,0,2,3,3,28,67,4,2
2457,30801.0,23,8,4,5,15,2,11,1,0,3,7,0,0,2,1,45,48,4,3
988,81168.0,84,410,0,592,147,22,22,6,4,7,3,0,2,2,0,1193,58,17,1
7930,26877.0,74,101,13,76,20,18,40,3,1,6,6,0,3,0,0,268,54,10,2
4587,45006.0,90,162,25,53,16,0,10,3,1,7,3,0,3,4,0,266,79,11,2
6682,18978.0,41,2,8,1,4,7,15,1,0,3,8,0,0,2,1,37,50,4,3
6222,22574.0,28,25,0,8,2,0,2,2,0,3,7,0,2,2,3,37,56,5,2
10299,48240.0,73,389,91,248,64,49,41,6,3,13,5,0,4,0,0,882,54,22,3
3083,45837.0,88,215,13,87,17,17,24,6,2,5,7,0,2,2,2,373,49,13,2
8953,35791.0,94,27,0,5,0,0,3,1,0,3,8,0,3,0,3,35,58,4,2
1503,162397.0,31,85,1,16,2,1,2,0,0,1,1,0,4,1,2,107,47,1,2
8650,54162.0,31,5,6,10,6,5,10,1,0,3,4,0,2,4,2,42,45,4,2
10862,30522.0,6,179,8,83,19,11,26,1,2,9,2,0,3,2,1,326,63,12,3
2782,54456.0,23,352,0,27,10,0,15,6,1,7,6,0,4,2,1,404,62,14,2
6941,31632.0,92,17,8,12,11,15,32,2,1,2,7,0,2,0,0,95,52,5,2
10972,72298.0,52,625,35,169,58,17,35,4,3,6,1,0,2,4,0,939,74,13,1
10708,36975.0,50,10,6,11,0,4,2,1,0,3,7,0,1,0,1,33,45,4,2
6583,72635.0,54,390,22,323,104,35,107,6,8,6,3,0,1,2,0,981,68,20,2
3641,13624.0,93,10,2,15,2,1,6,2,0,3,6,0,2,2,1,36,47,5,2
10156,84196.0,56,215,63,507,231,31,190,8,4,7,3,0,2,0,1,1237,48,19,2
4299,70971.0,28,1001,17,572,93,125,17,11,11,5,7,0,2,1,1,1825,63,27,3
3469,34487.0,94,19,18,33,24,1,8,3,0,3,9,0,4,3,2,103,46,6,3
5063,28769.0,76,41,5,129,10,3,3,4,1,4,9,0,2,0,1,191,46,9,3
10727,69084.0,43,1181,107,199,39,30,30,7,3,13,8,0,4,2,1,1586,53,23,2
9624,65488.0,46,603,45,207,36,18,54,3,4,6,1,0,4,1,0,963,65,13,1
5156,62466.0,13,129,129,259,168,121,83,6,3,12,4,0,1,2,1,889,53,21,1
4376,32218.0,27,10,24,15,13,1,30,2,1,3,7,0,1,0,0,93,63,6,1
8923,83917.0,12,514,22,732,42,198,79,6,7,7,3,0,2,0,0,1587,50,20,2
8461,46102.0,3,14,0,1,0,0,1,1,0,2,7,0,2,3,3,16,61,3,1
6945,84574.0,72,387,20,713,38,54,163,9,11,11,5,0,2,0,0,1375,71,31,2
944,56181.0,6,121,103,69,8,44,48,4,2,7,4,0,2,2,1,393,61,13,2
1907,63120.0,53,965,69,279,54,41,69,8,4,9,7,0,3,3,1,1477,73,21,3
701,73691.0,58,707,21,250,85,43,73,6,2,8,2,0,2,2,1,1179,52,16,2
3856,63381.0,78,571,50,142,33,50,159,4,5,13,2,0,2,1,1,1005,63,22,3
4149,76140.0,57,586,66,653,17,0,26,5,9,6,2,0,4,1,0,1348,75,20,1
2131,62859.0,37,1063,89,102,16,12,25,9,4,6,6,0,4,3,1,1307,64,19,3
2942,45906.0,20,305,3,27,4,3,144,5,4,4,5,0,2,0,1,486,59,13,2
1173,77632.0,73,1200,105,758,0,42,147,4,2,6,2,0,3,1,0,2252,76,12,2
4381,46463.0,56,163,2,40,8,11,11,3,1,6,6,0,4,2,2,235,52,10,2
4611,105471.0,36,1009,181,104,202,21,207,9,8,13,3,0,2,1,0,1724,53,30,2
3376,55282.0,9,125,6,73,8,4,19,3,1,6,4,0,3,3,1,235,53,10,2
4679,78710.0,42,721,0,152,119,50,50,7,6,12,4,0,3,2,1,1092,46,25,1
10928,66886.0,28,315,4,62,41,31,146,7,1,7,5,0,2,1,1,599,65,15,2
4248,98777.0,23,1000,19,711,125,115,38,4,6,9,1,0,3,0,0,2008,63,19,1
6728,29103.0,38,16,0,17,6,3,6,1,0,3,9,0,2,1,1,48,38,4,3
6661,67445.0,63,757,80,217,29,80,11,9,6,12,6,0,2,2,1,1174,49,27,3
4725,50616.0,71,30,2,25,0,1,9,1,1,4,2,0,4,1,1,67,73,6,1
3277,49431.0,9,219,3,100,26,0,17,7,1,5,8,0,2,3,1,365,68,13,3
5555,153924.0,81,1,1,1,1,1,1,0,0,0,0,0,2,3,0,6,48,0,1
2564,61278.0,87,111,3,28,2,6,15,3,1,4,6,0,2,1,1,165,70,8,1
946,26490.0,92,45,47,52,21,20,25,3,1,5,6,0,1,1,0,210,65,9,3
3867,73059.0,36,410,112,420,0,82,71,9,3,13,4,0,4,1,1,1095,76,25,2
6940,46734.0,86,100,1,39,6,1,76,3,2,3,6,0,4,0,3,223,57,8,2
55,56253.0,83,509,0,65,7,11,5,7,2,9,6,0,2,1,1,597,60,18,3
7093,19986.0,74,3,6,5,0,2,6,0,0,3,7,0,2,2,1,22,38,3,2
5084,58330.0,87,445,53,213,104,98,151,6,4,13,4,0,2,4,1,1064,48,23,2
1777,25965.0,29,2,2,11,41,7,11,2,0,3,8,0,0,2,0,74,43,5,3
8162,14661.0,88,4,1,11,6,2,2,1,0,3,6,0,3,1,0,26,67,4,2
10826,18690.0,77,6,1,7,23,4,19,1,1,2,8,0,2,2,0,60,64,4,3
8754,45068.0,25,14,0,3,0,0,3,1,0,2,7,0,4,1,1,20,49,3,2
1987,21063.0,34,1,10,11,19,3,15,2,0,3,6,0,0,0,1,59,36,5,2
11007,29187.0,43,26,0,6,0,0,2,1,0,3,8,0,4,2,1,34,55,4,2
7426,54690.0,76,111,16,37,7,9,18,3,1,5,3,0,1,2,2,198,52,9,2
9153,59304.0,81,418,61,428,80,51,10,7,8,10,5,0,4,2,1,1048,59,25,2
10379,59247.0,87,327,9,122,19,14,83,5,2,9,6,0,3,0,2,574,61,16,2
9204,66731.0,33,371,159,194,58,106,141,4,3,6,3,0,2,4,1,1029,53,13,3
3197,77353.0,38,275,59,107,69,101,59,6,4,8,4,0,2,2,1,670,43,18,2
2920,52614.0,63,789,0,142,12,9,38,2,4,8,8,0,4,0,1,990,48,14,3
6961,26751.0,26,1,1,5,0,3,1,1,0,2,8,0,2,2,2,11,49,3,1
4673,81300.0,17,1004,12,145,32,12,36,10,3,5,5,0,4,2,1,1241,60,18,3
9937,70337.0,75,187,81,149,25,43,91,2,2,12,1,0,2,0,0,576,44,16,1
8779,36145.0,13,56,4,76,17,1,18,4,1,3,9,0,1,2,1,172,38,8,2
9596,65295.0,19,365,32,117,34,110,6,3,3,13,2,0,4,0,0,664,43,19,2
2891,68118.0,51,595,23,123,10,23,154,8,9,4,6,0,2,3,1,928,60,21,2
4910,68743.0,81,1132,134,384,175,134,115,11,5,13,7,0,2,3,0,2074,56,29,3
75,41039.0,32,34,11,137,179,61,45,8,1,5,8,0,1,1,0,467,41,14,2
10120,38946.0,84,116,6,82,6,6,41,3,1,6,5,0,2,1,1,257,68,10,2
6327,65777.0,87,565,32,435,28,32,54,2,8,6,1,0,2,1,0,1146,56,16,2
10142,66476.0,99,372,18,126,47,48,78,5,2,11,4,0,4,3,1,689,47,18,2
9826,86857.0,96,899,102,838,133,102,40,5,6,10,2,0,4,0,0,2114,51,21,3
1501,160803.0,21,55,16,1622,17,3,4,0,28,1,0,0,4,2,0,1717,41,29,3
10767,77845.0,40,760,40,480,0,40,26,3,5,12,1,0,4,1,0,1346,34,20,1
7279,69476.0,3,260,86,559,63,9,67,4,6,4,2,0,4,1,0,1044,54,14,2
7230,50611.0,98,459,0,24,6,0,4,4,5,7,6,0,4,3,1,493,63,16,3
143,61209.0,73,466,0,224,119,49,99,5,3,4,2,0,2,0,0,957,53,12,2
450,42315.0,90,67,15,80,17,11,80,1,4,4,3,0,3,1,1,270,65,9,2
9316,13084.0,29,2,0,7,3,7,10,1,0,3,6,0,0,1,0,29,71,4,2
6379,47570.0,3,67,1,20,0,2,31,2,2,2,7,0,3,4,2,121,74,6,2
9239,61923.0,94,92,4,18,3,3,6,2,1,4,3,0,3,2,2,126,62,7,2
8315,34824.0,65,4,2,11,2,0,4,1,0,2,6,0,2,0,0,23,28,3,1
2868,26518.0,33,20,1,28,3,3,2,2,0,3,8,0,4,0,2,57,74,5,2
10888,45938.0,46,273,11,178,62,83,29,8,4,6,6,0,2,0,0,636,62,18,2
1277,78468.0,29,434,22,388,104,22,34,10,7,10,4,0,2,1,0,1004,63,27,1
9977,78901.0,99,321,11,309,33,26,34,9,3,5,4,0,2,3,1,734,50,17,2
10196,71427.0,26,212,123,177,15,64,23,8,2,8,4,0,2,2,2,614,45,18,1
6384,71022.0,30,909,12,278,0,12,242,5,2,11,8,0,2,3,1,1453,45,18,1
8029,90247.0,27,1184,32,352,21,16,16,3,4,7,1,0,3,0,0,1621,35,14,1
968,41335.0,24,112,19,21,16,14,5,4,1,4,7,0,3,3,1,187,55,9,2
6988,71952.0,93,656,80,455,52,107,93,8,4,8,4,0,2,2,1,1443,37,20,2
4472,35682.0,34,23,0,8,6,2,18,1,1,3,2,0,4,3,1,57,53,5,1
6991,43185.0,88,537,6,42,16,6,30,9,3,6,8,0,2,3,1,637,72,18,2
3336,66375.0,96,712,0,45,0,0,191,2,4,5,7,0,4,1,1,948,75,11,2
4301,35178.0,10,23,1,13,2,2,18,1,1,2,7,0,3,2,1,59,52,4,2
1940,25252.0,26,1,3,4,2,2,6,1,0,2,8,0,2,2,1,18,37,3,2
1272,55250.0,49,664,58,83,32,0,66,7,5,10,5,0,3,0,1,903,58,22,3
1388,33249.0,11,6,10,21,19,14,42,2,1,3,6,0,2,0,1,112,48,6,2
1044,58398.0,44,299,5,201,21,21,49,5,4,8,4,0,2,1,0,596,70,17,2
6969,50272.0,75,99,13,66,43,8,4,4,1,5,7,0,2,1,1,233,41,10,2
10479,76618.0,64,749,40,294,121,160,147,3,2,5,1,0,4,2,0,1511,48,10,3
3619,87305.0,19,345,25,501,63,138,80,5,3,8,2,0,1,3,0,1152,63,16,3
1715,25851.0,45,9,4,18,7,5,5,2,0,3,7,0,2,1,1,48,45,5,2
10159,58710.0,77,440,81,368,0,122,174,11,5,9,6,0,2,3,1,1185,53,25,2
1463,45160.0,9,8,2,5,3,0,3,1,0,2,7,0,2,0,2,21,65,3,1
5114,74806.0,1,670,9,249,0,28,9,5,4,5,4,0,3,2,1,965,58,14,3
4990,59111.0,90,524,0,134,28,28,155,11,1,8,7,0,2,2,0,869,69,20,2
4329,18988.0,43,6,0,6,2,1,1,1,0,3,7,0,4,2,1,16,39,4,1
10936,72190.0,79,597,166,597,172,166,249,5,6,4,3,0,2,2,0,1947,58,15,2
4692,7500.0,19,7,0,12,13,7,32,4,1,2,9,0,2,2,1,71,47,7,3
7212,44794.0,99,54,0,7,0,0,4,2,0,3,6,0,2,2,1,65,57,5,1
6086,80395.0,62,445,25,706,80,76,48,6,5,12,2,0,2,2,0,1380,68,23,2
437,75012.0,41,294,142,218,164,58,151,3,8,11,1,0,3,3,0,1027,47,22,1
11171,56962.0,60,292,3,77,10,3,26,6,3,5,7,0,3,2,3,411,58,14,2
11101,89891.0,17,412,22,132,59,28,183,11,6,8,4,0,2,1,0,836,32,25,2
5329,35946.0,24,8,0,3,0,0,0,0,0,3,5,0,4,3,2,11,74,3,2
610,53593.0,60,349,4,78,6,0,43,7,2,6,8,0,4,1,2,480,70,15,3
9384,66373.0,57,328,9,124,12,24,109,4,2,10,3,0,2,2,2,606,45,16,2
5956,45072.0,74,144,2,99,7,2,30,6,1,4,8,0,4,3,3,284,75,11,2
10430,89694.0,22,1126,28,211,37,28,42,4,3,4,5,0,2,3,2,1472,50,11,2
7875,72025.0,46,967,0,617,43,50,0,4,8,13,2,0,2,2,0,1677,74,25,1
7072,67432.0,69,432,79,341,177,136,170,8,5,4,4,0,2,2,1,1335,50,17,2
6255,70545.0,29,138,39,63,55,18,21,4,1,7,2,0,3,1,1,334,71,12,1
6516,17487.0,37,0,0,1,7,4,6,1,0,2,7,0,0,2,1,18,34,3,2
5564,62882.0,26,509,133,497,78,24,97,7,5,6,4,0,2,1,1,1338,54,18,3
5682,64108.0,8,948,10,86,13,21,21,6,9,11,5,0,4,0,1,1099,70,26,2
7458,34941.0,26,39,2,25,4,3,24,3,0,3,8,0,3,1,2,97,67,6,2
5237,48767.0,79,28,1,21,3,0,10,2,1,3,5,0,4,0,3,63,73,6,1
7761,38702.0,71,13,11,24,13,8,40,3,0,4,6,0,1,1,1,109,45,7,2
5278,82224.0,83,307,26,360,138,31,40,6,9,5,3,0,2,2,0,902,59,20,1
3560,83844.0,57,901,31,345,75,31,191,4,4,11,1,0,2,1,0,1574,71,19,2
7235,17003.0,37,2,5,12,4,8,7,2,0,4,5,0,1,2,1,38,48,6,2
10548,71163.0,30,283,17,372,138,106,44,3,8,12,1,0,2,0,0,960,28,23,1
2281,33697.0,34,4,3,7,0,3,11,1,0,2,7,0,2,0,1,28,53,3,2
4073,63564.0,0,769,80,252,15,34,65,10,10,7,6,0,1,2,0,1215,69,27,1
6974,83443.0,89,518,42,742,55,56,84,6,10,5,2,0,4,1,0,1497,51,21,2
7938,51518.0,92,350,8,66,17,4,4,3,2,10,3,0,4,1,1,449,65,15,2
7094,58330.0,87,445,53,213,104,98,151,6,4,13,4,0,2,4,1,1064,48,23,2
3667,80952.0,20,778,178,689,41,27,44,8,5,11,8,0,2,2,0,1757,54,24,2
7723,75507.0,56,709,93,374,104,80,80,8,6,6,3,0,2,1,0,1440,44,20,1
3870,63855.0,28,359,35,314,93,116,89,7,3,13,4,0,1,1,0,1006,45,23,2
4012,62220.0,55,799,12,375,16,12,12,7,6,5,6,0,4,1,1,1226,51,18,3
5909,58512.0,25,895,10,101,13,0,152,3,4,8,8,0,2,2,1,1171,59,15,2
10470,40662.0,0,40,2,23,0,4,23,2,1,3,4,0,3,2,1,92,44,6,2
6488,38829.0,86,76,0,7,0,0,16,3,2,2,5,0,4,2,1,99,64,7,1
10270,35523.0,8,11,5,22,12,5,11,3,0,3,7,0,1,2,1,66,42,6,2
6887,79146.0,33,245,16,223,21,43,16,8,1,8,6,0,2,0,2,564,56,17,1
6406,78285.0,13,647,107,391,175,67,40,6,4,10,3,0,3,2,0,1427,35,20,2
7573,31626.0,12,39,1,9,2,1,34,2,1,2,7,0,4,0,1,86,45,5,2
4508,75127.0,92,203,35,305,46,17,227,2,11,5,1,0,2,0,0,833,71,18,1
221,48726.0,90,138,3,38,4,0,59,3,2,4,6,0,2,2,1,242,68,9,2
5331,74985.0,8,587,51,898,247,0,86,3,6,7,2,0,2,2,0,1869,46,16,3
1911,67430.0,6,595,97,291,127,133,121,11,5,12,6,0,2,1,0,1364,36,28,3
20,46891.0,91,43,12,23,29,15,61,2,1,4,4,0,1,2,1,183,58,7,2
8786,62058.0,52,301,7,74,10,0,58,6,1,7,6,0,3,2,1,450,67,14,2
10582,72063.0,3,180,32,348,76,32,90,5,2,12,2,0,2,2,1,758,44,19,2
1915,78939.0,57,794,115,243,150,0,205,8,5,6,3,0,4,2,0,1507,72,19,2
8897,42720.0,9,392,5,91,28,26,112,7,3,7,8,0,2,0,2,654,58,17,2
2371,33622.0,22,39,1,22,3,4,12,2,0,4,7,0,2,2,2,81,51,6,2
4303,6835.0,76,107,2,12,2,2,12,0,0,1,20,0,4,1,1,137,66,1,3
6825,41452.0,86,13,0,3,0,0,0,1,0,2,7,0,2,1,2,16,70,3,2
1072,40760.0,64,70,0,17,0,0,6,2,1,3,6,0,4,0,1,93,58,6,2
4964,74250.0,90,680,11,392,75,0,0,2,11,4,1,0,4,1,0,1158,65,17,1
2461,51124.0,79,26,1,11,0,1,4,1,0,3,3,0,3,0,2,43,68,4,2
10736,72258.0,28,522,0,522,227,120,134,6,9,5,2,0,2,0,1,1525,52,20,2
3194,71466.0,86,412,12,546,78,182,0,4,4,10,1,0,4,0,0,1230,49,18,1
10839,36283.0,42,6,5,5,8,0,5,1,0,3,4,0,2,1,2,29,47,4,1
49,20587.0,39,2,3,6,4,1,9,1,1,2,7,0,2,0,1,25,53,4,1
4290,30467.0,8,1,3,8,2,5,5,1,0,2,7,0,2,2,1,24,51,3,1
10219,31590.0,40,6,2,15,6,6,3,1,0,3,8,0,2,1,1,38,51,4,2
4211,20425.0,5,4,12,5,3,16,17,2,0,3,7,0,0,2,1,57,37,5,3
1135,17144.0,96,18,2,19,0,2,6,3,0,4,7,0,3,1,2,47,63,7,1
6299,42564.0,28,324,48,186,39,18,198,6,8,4,7,0,4,3,1,813,55,18,2
10846,43783.0,22,327,9,125,25,4,139,7,1,8,7,0,3,2,1,629,45,16,1
347,40780.0,30,229,27,71,13,3,34,7,1,5,9,0,2,3,1,377,47,13,3
6543,62847.0,45,521,168,706,80,76,61,3,6,4,2,0,3,1,0,1612,78,13,2
10446,82017.0,58,184,23,446,30,23,23,5,4,7,2,0,4,2,0,729,66,16,3
3479,16813.0,49,4,8,11,12,2,13,2,0,3,7,0,2,0,0,50,73,5,2
11075,51267.0,37,183,2,64,7,2,12,3,3,5,4,0,2,2,2,270,45,11,2
4442,46524.0,70,31,19,35,26,14,52,1,1,5,3,0,2,0,1,177,62,7,2
199,45183.0,33,219,3,60,12,9,12,4,1,7,7,0,3,0,0,315,61,12,2
6722,70421.0,98,479,28,136,75,14,35,10,3,7,6,0,4,2,1,767,69,20,1
796,60161.0,17,584,44,212,46,8,177,11,4,8,8,0,1,3,1,1071,58,23,3
3749,73926.0,54,627,91,597,159,91,15,6,5,12,3,0,2,1,0,1580,50,23,2
8523,19329.0,39,24,1,16,12,2,5,4,0,3,8,0,2,2,1,60,55,7,2
310,61872.0,81,330,5,159,36,27,16,4,4,9,4,0,3,2,1,573,53,17,2
8629,46984.0,71,19,1,10,2,1,8,1,0,3,5,0,2,4,2,41,67,4,2
236,34838.0,62,28,23,29,29,14,47,2,1,4,6,0,2,2,2,170,72,7,2
9930,82716.0,8,606,148,228,15,148,22,6,8,13,2,0,4,0,0,1167,79,27,2
3483,48192.0,76,1039,43,204,153,58,29,2,8,12,8,0,2,2,0,1526,65,22,2
4599,49681.0,66,411,0,26,0,0,21,7,1,7,7,0,3,2,2,458,47,15,2
7326,56850.0,83,34,1,19,2,7,0,1,1,3,2,0,3,2,1,63,52,5,1
7352,55267.0,28,161,28,136,32,3,45,3,4,6,3,0,2,2,1,405,66,13,2
2350,59666.0,87,623,53,178,23,17,133,3,2,8,8,0,2,2,2,1027,51,13,2
9145,72504.0,43,604,26,470,123,161,94,5,9,6,2,0,2,0,1,1478,51,20,2
2964,26872.0,0,3,10,8,3,16,32,1,1,2,6,0,2,2,0,72,42,4,2
5585,21359.0,1,12,2,17,6,1,10,2,0,3,8,0,2,0,1,48,51,5,2
9687,73170.0,1,184,174,256,50,30,32,5,4,6,2,0,2,0,0,726,48,15,1
3732,52750.0,72,393,0,239,90,69,69,5,7,9,4,0,3,2,1,860,68,21,2
6303,91820.0,72,410,73,747,76,161,30,5,5,12,1,0,4,1,0,1497,37,22,2
11176,65968.0,12,376,9,83,19,4,4,5,4,7,3,0,4,1,1,495,53,16,1
2986,30772.0,89,7,2,4,2,1,4,1,0,2,6,0,2,2,2,20,47,3,1
7462,22507.0,67,68,0,226,51,157,68,10,2,4,9,0,2,0,0,570,69,16,3
3900,65685.0,54,642,14,49,0,7,57,9,2,9,5,0,2,2,1,769,51,20,1
7034,25804.0,34,8,7,9,13,6,12,2,0,3,8,0,1,2,1,55,45,5,2
9493,76412.0,15,840,53,804,23,71,17,5,4,8,3,0,4,0,0,1808,43,17,2
1143,22063.0,43,7,10,13,3,11,11,2,0,3,7,0,2,2,1,55,51,5,2
1,57091.0,0,464,5,64,7,0,37,7,3,7,5,0,2,0,0,577,62,17,1
3855,22419.0,74,30,3,47,19,21,42,3,2,2,8,0,2,2,0,162,60,7,2
5536,87771.0,61,1492,38,287,50,57,33,5,10,4,6,0,2,1,1,1957,64,19,2
5989,78353.0,51,752,122,476,39,153,34,10,2,11,8,0,1,3,1,1576,64,23,2
9499,93404.0,97,1279,15,287,20,0,15,3,4,7,5,0,2,2,3,1616,69,14,2
6768,37859.0,75,22,1,8,2,1,2,1,0,3,8,0,2,3,3,36,61,4,2
2150,80995.0,83,860,28,409,73,56,56,8,9,4,4,0,4,4,1,1482,65,21,2
6646,16529.0,23,3,0,5,13,0,1,1,0,3,6,0,2,1,1,22,39,4,1
4887,55412.0,65,10,5,28,11,1,8,2,0,3,5,0,4,3,2,63,47,5,2
8560,48789.0,94,351,16,156,7,5,145,6,4,7,6,0,2,0,0,680,31,17,3
3321,56575.0,42,421,5,90,0,16,10,7,3,7,5,0,4,1,2,542,56,17,2
11003,25130.0,10,2,5,7,0,18,18,2,0,3,7,0,1,1,1,50,43,5,2
10402,35441.0,94,25,1,9,2,1,1,1,0,3,8,0,2,2,2,39,56,4,2
9904,71391.0,50,336,123,274,46,123,141,6,5,12,3,0,2,2,1,1043,67,23,2
6141,49494.0,46,191,9,97,0,6,82,6,1,5,7,0,3,0,1,385,51,12,2
5687,81702.0,98,563,50,774,28,31,187,7,7,12,3,0,2,3,0,1633,43,26,3
10856,45889.0,42,31,0,6,0,1,8,1,0,3,6,0,1,0,1,46,43,4,2
5121,56628.0,30,479,5,82,7,17,171,7,6,5,5,0,2,0,1,761,46,18,1
4186,34026.0,11,18,6,15,12,8,17,2,1,3,5,0,2,1,2,76,73,6,2
368,40049.0,61,91,65,52,10,44,28,3,2,6,5,0,2,2,1,290,49,11,3
3312,34176.0,12,5,7,24,19,14,20,3,0,4,6,0,2,0,1,89,35,7,1
11121,19419.0,76,2,14,28,16,3,7,4,0,3,9,0,2,2,1,70,42,7,3
5332,82504.0,2,362,50,431,134,35,54,3,6,7,1,0,1,2,0,1066,63,16,2
5848,81205.0,43,724,74,929,97,55,130,5,6,7,2,0,2,1,0,2009,53,18,1
10343,61618.0,27,605,91,399,0,45,205,3,6,8,3,0,1,0,0,1345,32,17,3
5935,55284.0,60,547,7,140,0,7,63,7,5,8,5,0,3,0,1,764,67,20,3
2895,49980.0,79,104,1,54,13,9,14,3,1,5,5,0,2,0,1,195,60,9,2
10262,15072.0,96,8,2,15,0,10,18,3,1,3,5,0,2,2,2,53,43,7,2
7848,49166.0,17,224,2,25,7,0,110,5,3,3,6,0,2,0,1,368,49,11,2
9477,65324.0,0,384,0,102,21,32,5,6,2,9,4,0,4,2,1,544,69,17,1
4856,82347.0,38,556,54,845,202,133,63,7,7,10,3,0,1,2,0,1853,66,24,3
7186,30843.0,43,24,0,2,0,0,9,1,1,2,5,0,4,1,2,35,57,4,1
5794,46374.0,1,408,0,21,0,0,17,7,1,7,8,0,4,2,1,446,49,15,1
1456,60474.0,25,265,199,303,234,9,170,10,2,12,7,0,2,0,1,1180,44,24,2
4877,38576.0,2,34,0,7,0,0,0,1,0,3,7,0,3,2,1,41,50,4,1
425,55357.0,66,374,64,116,84,25,64,6,2,11,5,0,2,2,2,727,38,19,2
3007,37758.0,49,27,2,10,0,0,1,1,0,3,8,0,2,1,2,40,57,4,3
1031,85710.0,5,600,20,350,29,30,33,6,9,10,2,0,1,2,0,1062,34,25,2
4297,23228.0,71,13,2,18,6,1,0,2,0,3,8,0,2,1,1,40,54,5,1
807,44602.0,35,167,2,89,0,0,34,6,1,4,8,0,3,1,2,292,54,11,1
9553,7500.0,94,0,2,3,4,1,5,0,0,3,6,0,2,2,0,15,36,3,2
4271,38683.0,80,46,35,69,84,41,66,4,1,6,7,0,1,1,1,341,34,11,3
4120,49514.0,61,88,39,78,58,13,93,6,1,4,7,0,1,0,1,369,48,11,2
2036,57906.0,29,243,11,119,10,3,15,4,2,8,4,0,4,1,1,401,50,14,2
115,43456.0,0,275,11,68,25,7,7,5,1,8,5,0,3,0,1,393,57,14,2
4259,19485.0,80,6,0,4,0,0,0,1,0,2,7,0,3,0,2,10,37,3,2
8687,53172.0,54,121,62,90,68,20,125,2,3,8,3,0,2,1,1,486,45,13,2
2447,30545.0,71,4,12,15,19,7,12,2,0,3,7,0,2,1,1,69,44,5,3
10140,70123.0,27,1308,0,396,23,0,0,5,7,4,3,0,4,1,0,1727,40,16,2
9353,62450.0,61,515,47,267,62,66,38,5,5,4,3,0,2,0,1,995,64,14,1
3623,21675.0,55,4,0,16,17,4,4,4,0,3,7,0,2,1,1,45,47,7,1
738,42395.0,35,48,13,57,24,15,25,3,1,4,7,0,1,0,2,182,42,8,1
7631,61346.0,34,562,58,168,43,16,142,5,7,10,3,0,3,1,1,989,45,22,2
4789,80812.0,95,769,22,500,210,143,33,4,8,5,2,0,2,1,0,1677,70,17,2
773,42835.0,64,379,4,93,12,9,98,6,6,4,6,0,3,3,2,595,52,16,2
10602,39922.0,30,29,12,59,19,1,36,3,0,4,8,0,2,2,1,156,40,7,2
1446,86424.0,12,387,68,569,89,45,68,6,9,12,1,0,3,0,0,1226,67,27,1
3270,17117.0,96,12,23,38,30,18,7,3,1,3,9,0,1,1,1,128,45,7,2
8443,24762.0,16,6,10,12,3,15,40,3,1,2,8,0,2,0,1,86,51,6,1
9653,35797.0,16,27,1,14,4,1,21,2,0,3,8,0,2,2,1,68,48,5,3
8916,36627.0,78,9,1,5,0,0,1,0,0,3,5,0,2,3,2,16,48,3,2
8017,51111.0,83,22,0,19,6,5,3,2,0,3,6,0,1,2,2,55,42,5,1
5830,86857.0,96,899,102,838,133,102,40,5,6,10,2,0,4,0,0,2114,51,21,3
4597,82072.0,67,889,55,685,168,92,129,3,2,13,1,0,4,1,0,2018,53,18,2
7023,46231.0,87,189,2,55,0,5,12,6,1,4,9,0,4,0,3,263,70,11,3
8086,42243.0,34,48,0,2,0,0,5,2,0,3,7,0,2,2,2,55,64,5,2
8825,51195.0,46,230,14,156,82,24,58,9,2,5,8,0,2,1,2,564,61,16,2
2930,68092.0,7,852,60,207,78,36,48,2,6,10,5,0,3,0,0,1281,45,18,2
1928,31814.0,73,35,3,20,4,1,20,2,0,3,9,0,2,2,1,83,50,5,2
7108,51390.0,54,205,20,47,23,2,56,5,2,5,5,0,3,4,2,353,58,12,3
10925,76630.0,93,255,31,446,40,56,175,3,10,11,1,0,2,2,0,1003,40,24,1
9960,26868.0,52,0,0,1,8,3,2,1,0,2,7,0,0,0,1,14,32,3,1
8800,48948.0,53,437,8,206,160,49,42,7,10,5,6,0,4,3,0,902,80,22,2
